2.869788645289957458e+03,2.748307762864610140e+03,2.606758655477613047e+03,2.510699362800116887e+03,2.484231513114392783e+03,2.443963769718138792e+03,2.458183283811104047e+03,2.553460843164022663e+03,2.547646377480931278e+03,2.432343019392185852e+03,1.271057196470521156e+01,1.637439620945460206e+01,1.516834369822155715e+01,1.694770974905935290e+01,2.033104215147441352e+01,1.937828348947487100e+01,3.657494210209166852e+01,2.978515625000000000e-02,5.224609375000000000e-02,9.082031250000000000e-02,1.118164062500000000e-01,1.289062500000000000e-01,1.562500000000000000e-01,1.694335937500000000e-01,2.021484375000000000e-01,2.470703125000000000e-01,2.729492187500000000e-01,1.956471451688465095e+03,1.912436339851910589e+03,1.881638068011720407e+03,2.110362797376145409e+03,2.537354663064072611e+03,2.707453866212153571e+03,2.838218567651252670e+03,3.186713060595510797e+03,3.500933811599757064e+03,3.560129641827115847e+03,5.457264371216297150e-03,7.984012365341186523e-03,5.472900811582803726e-03,8.677504025399684906e-03,1.721374504268169403e-02,2.292176149785518646e-02,2.565560676157474518e-02,3.775822371244430542e-02,5.478830263018608093e-02,6.338877975940704346e-02,5.867797851562500000e+03,5.081835937500000000e+03,4.651171875000000000e+03,4.737304687500000000e+03,5.254101562500000000e+03,5.329467773437500000e+03,5.490966796875000000e+03,6.018530273437500000e+03,6.287695312500000000e+03,6.007763671875000000e+03,-3.300742187500000000e+02,2.868004083633422852e+00,-2.323063468933105469e+01,2.520862770080566406e+01,-9.389523506164550781e+00,1.702607870101928711e+00,-5.915065765380859375e+00,-5.428310394287109375e+00,-1.398182296752929688e+01,-3.518344640731811523e+00,-3.311185121536254883e+00,4.990122795104980469e+00,-3.404668867588043213e-01,1.359274029731750488e+00,-3.596453428268432617e+00,5.035294055938720703e+00,2.558943271636962891e+00,6.135206699371337891e+00,4.089220523834228516e+00,4.677044391632080078e+00
2.987073022581065743e+03,2.928955181657394405e+03,3.162703650322933299e+03,3.087120690199125875e+03,2.927949010471416841e+03,2.955273471274521853e+03,2.995581356714799313e+03,2.866397662054807370e+03,2.719658980919105943e+03,2.686519034159258808e+03,2.206964825655485996e+01,1.715036684462868166e+01,1.492092887157358305e+01,1.716536797073808529e+01,2.247387835194565398e+01,1.999485699267075134e+01,3.248706338329056820e+01,1.611328125000000000e-02,3.857421875000000000e-02,1.064453125000000000e-01,1.513671875000000000e-01,1.884765625000000000e-01,2.524414062500000000e-01,2.978515625000000000e-01,3.666992187500000000e-01,4.477539062500000000e-01,4.838867187500000000e-01,2.670809314843262200e+03,2.305001890810712212e+03,3.079698149903852482e+03,4.422657969274506286e+03,4.990551415419956356e+03,4.909752387147606896e+03,5.021594413199225528e+03,5.491476305498240436e+03,5.712109555937282494e+03,5.789775980259914832e+03,6.164890248328447342e-03,4.742475692182779312e-03,5.860805045813322067e-03,3.118878416717052460e-02,7.221375405788421631e-02,5.188533663749694824e-02,4.624726250767707825e-02,8.479943126440048218e-02,1.182477325201034546e-01,1.446128338575363159e-01,6.352294921875000000e+03,5.878564453125000000e+03,6.922924804687500000e+03,7.913452148437500000e+03,8.290283203125000000e+03,8.257983398437500000e+03,8.419482421875000000e+03,8.720947265625000000e+03,8.731713867187500000e+03,8.710180664062500000e+03,-3.580779418945312500e+02,-3.637725830078125000e+01,7.994596004486083984e+00,1.187218189239501953e+01,-1.038729953765869141e+01,-2.532680988311767578e+00,-5.395493507385253906e+00,-3.263166189193725586e+00,-2.305114507675170898e+00,8.386336326599121094e+00,4.355678081512451172e+00,8.764223098754882812e+00,-6.113317236304283142e-02,5.706185340881347656e+00,4.436026573181152344e+00,4.249991416931152344e+00,5.243114948272705078e+00,-6.425108909606933594e-01,-4.675674915313720703e+00,8.769782066345214844e+00
2.796446096456849318e+03,2.863144066680771630e+03,2.982501602479625035e+03,3.035538304912543936e+03,2.906398874692053141e+03,2.624350179444129481e+03,2.597179830965165820e+03,2.525714297440294558e+03,2.521646016682348090e+03,2.551153651882576014e+03,1.490933540254529888e+01,1.578821604086465058e+01,1.560359237885460182e+01,1.629533879133732910e+01,2.183193360123812710e+01,1.987018303974114275e+01,3.720987215641626733e+01,4.541015625000000000e-02,6.396484375000000000e-02,9.277343750000000000e-02,1.508789062500000000e-01,2.514648437500000000e-01,3.530273437500000000e-01,4.326171875000000000e-01,4.526367187500000000e-01,4.521484375000000000e-01,4.370117187500000000e-01,3.056271944037056528e+03,2.501318497240514262e+03,2.312800741482805279e+03,3.125025562684960278e+03,3.974981472932281122e+03,4.619254497467220062e+03,4.844807705285084921e+03,5.014624635300957380e+03,5.059921002695281459e+03,5.178180581541635547e+03,2.612009085714817047e-02,1.053748279809951782e-02,3.124696202576160431e-03,8.738758973777294159e-03,2.592250518500804901e-02,7.034406065940856934e-02,7.443065941333770752e-02,8.229774236679077148e-02,9.745226055383682251e-02,1.072763428092002869e-01,6.481494140625000000e+03,5.996997070312500000e+03,6.104663085937500000e+03,6.750659179687500000e+03,7.299755859375000000e+03,7.579687500000000000e+03,7.805786132812500000e+03,7.870385742187500000e+03,8.010351562500000000e+03,8.161083984375000000e+03,-3.264792480468750000e+02,-3.711484146118164062e+01,-4.165486812591552734e+00,2.398614311218261719e+01,-2.145769882202148438e+01,5.359991639852523804e-02,-4.024265289306640625e+00,-1.417171359062194824e+00,-5.767061233520507812e+00,6.565703868865966797e+00,2.315124511718750000e+00,3.327883481979370117e+00,-4.544495105743408203e+00,4.399887561798095703e+00,2.377994060516357422e+00,3.667462348937988281e+00,-6.432565212249755859e+00,2.673785448074340820e+00,-3.379695653915405273e+00,9.258015751838684082e-01
2.816433510765943083e+03,2.922326126235251195e+03,2.890728671278175170e+03,3.023589638757391185e+03,2.784383441734048574e+03,2.520098705277096542e+03,2.474766395411872054e+03,2.497871939363864385e+03,2.428397041728658223e+03,2.421902458549175662e+03,1.983183550386255689e+01,1.735694898294164545e+01,1.627138424515587900e+01,1.979499477281744646e+01,2.292375591557946279e+01,1.988219627698978442e+01,3.896653259041031703e+01,3.271484375000000000e-02,4.394531250000000000e-02,1.059570312500000000e-01,1.684570312500000000e-01,2.583007812500000000e-01,3.291015625000000000e-01,3.657226562500000000e-01,3.774414062500000000e-01,3.808593750000000000e-01,3.974609375000000000e-01,3.402748268191556235e+03,2.680717709150755582e+03,2.142653525431429443e+03,2.900634302178397320e+03,4.047300542532250802e+03,4.380179568489907979e+03,4.480635304528441338e+03,4.437117157129347106e+03,4.589010199203667980e+03,4.668782128486715919e+03,1.549226883798837662e-02,7.944870740175247192e-03,2.946132328361272812e-03,8.328759111464023590e-03,9.273249655961990356e-02,1.311904340982437134e-01,1.251830756664276123e-01,1.178544163703918457e-01,1.115482747554779053e-01,1.116789132356643677e-01,6.406127929687500000e+03,5.975463867187500000e+03,5.673999023437500000e+03,6.632226562500000000e+03,7.213623046875000000e+03,7.181323242187500000e+03,7.202856445312500000e+03,7.353588867187500000e+03,7.407421875000000000e+03,7.450488281250000000e+03,-3.412611083984375000e+02,-1.566085052490234375e+01,-1.198930072784423828e+01,1.931768798828125000e+01,-6.146347045898437500e+00,3.490962088108062744e-01,-4.481670379638671875e+00,-4.896492004394531250e+00,-1.019450664520263672e+01,4.563252925872802734e-01,1.041224598884582520e+00,5.771959573030471802e-02,-3.449600458145141602e+00,1.697747111320495605e+00,-1.362545728683471680e+00,1.424646735191345215e+00,9.041308164596557617e-01,-8.107103705406188965e-01,2.554272890090942383e+00,1.181691932678222656e+01
2.740972004862442191e+03,2.735645852908317465e+03,2.563581886464574836e+03,2.434823100200329009e+03,2.427363644933202522e+03,2.414783290873395799e+03,2.456595340626320194e+03,2.614462806103103048e+03,2.604724738422547034e+03,2.463506450792972373e+03,1.517902201183810718e+01,1.691656652507895942e+01,1.512986104589308844e+01,1.696647741689488598e+01,2.017244771776344692e+01,1.931790206263060483e+01,3.668479863722986778e+01,1.855468750000000000e-02,2.832031250000000000e-02,3.564453125000000000e-02,2.636718750000000000e-02,2.978515625000000000e-02,3.173828125000000000e-02,5.468750000000000000e-02,9.570312500000000000e-02,1.616210937500000000e-01,2.202148437500000000e-01,2.839548223037098069e+03,2.302327595489776286e+03,1.661718098826459936e+03,1.723739509090554975e+03,1.843332661863234989e+03,2.011330955938154830e+03,2.139641740584845593e+03,2.669659945477736983e+03,3.295464839952925558e+03,3.476262047879778947e+03,2.082882449030876160e-02,1.069938950240612030e-02,2.366917440667748451e-03,2.080960432067513466e-03,1.653288607485592365e-03,1.751893083564937115e-03,1.661472604610025883e-03,3.960267640650272369e-03,1.649844460189342499e-02,4.447923228144645691e-02,5.792431640625000000e+03,5.447900390625000000e+03,4.392773437500000000e+03,4.382006835937500000e+03,4.575805664062500000e+03,4.683471679687500000e+03,4.888037109375000000e+03,5.706298828125000000e+03,6.158496093750000000e+03,5.986230468750000000e+03,-3.171860961914062500e+02,6.993975162506103516e+00,-1.710368728637695312e+01,2.886273765563964844e+01,-3.913028478622436523e+00,5.630899906158447266e+00,-7.335554957389831543e-01,-3.663428723812103271e-01,-8.297904968261718750e+00,5.181081295013427734e-01,9.030004143714904785e-01,7.902892112731933594e+00,3.031228542327880859e+00,4.670795440673828125e+00,1.422066390514373779e-01,7.649109840393066406e+00,4.805025100708007812e+00,7.753166675567626953e+00,6.074233531951904297e+00,6.185522079467773438e+00
3.213909808189007890e+03,3.209794381126330336e+03,3.182649528532714612e+03,2.899333862162446621e+03,2.670301111966268763e+03,2.482211791389653172e+03,2.389829636745133485e+03,2.382297319072975824e+03,2.363375850441261264e+03,2.367552287809311565e+03,1.900691658379766480e+01,1.861813246021351986e+01,1.661782679799279450e+01,2.051240717489744725e+01,2.256173404840397367e+01,1.995232695286356162e+01,4.054274358610054918e+01,4.003906250000000000e-02,1.147460937500000000e-01,2.041015625000000000e-01,2.890625000000000000e-01,3.608398437500000000e-01,3.793945312500000000e-01,3.862304687500000000e-01,3.891601562500000000e-01,3.857421875000000000e-01,3.935546875000000000e-01,2.724253469615723589e+03,2.613856024977964807e+03,3.443919403913422684e+03,4.192148605441640939e+03,4.434550853646611358e+03,4.563247761145385084e+03,4.620669330368152259e+03,4.564915831315507603e+03,4.642945158637539862e+03,4.733388889084585571e+03,6.006064359098672867e-03,8.500464260578155518e-03,3.245262429118156433e-02,1.339872181415557861e-01,1.481697410345077515e-01,1.366398781538009644e-01,1.252669394016265869e-01,1.129393056035041809e-01,1.070871949195861816e-01,1.015323400497436523e-01,6.944458007812500000e+03,6.879858398437500000e+03,7.622753906250000000e+03,7.881152343750000000e+03,7.644287109375000000e+03,7.364355468750000000e+03,7.288989257812500000e+03,7.407421875000000000e+03,7.407421875000000000e+03,7.450488281250000000e+03,-3.512588195800781250e+02,-1.539856338500976562e+01,-1.020411872863769531e+01,1.762319946289062500e+01,-9.842453002929687500e+00,-2.716264009475708008e+00,-8.570934295654296875e+00,-4.582211017608642578e+00,-1.091810226440429688e+01,-7.313762307167053223e-01,-2.987778186798095703e+00,-3.511317968368530273e-01,-2.958255052566528320e+00,1.721643209457397461e+00,-4.054599761962890625e+00,-6.411588788032531738e-01,-2.347534894943237305e+00,8.317888379096984863e-01,5.761861801147460938e+00,1.256761932373046875e+01
2.701741323379966161e+03,2.780318802322292868e+03,3.027507465474443507e+03,3.253078333394566016e+03,3.238944065080244400e+03,3.025548221569516954e+03,2.883132307886116905e+03,2.804794726930775596e+03,2.738548867654624246e+03,2.677289702503272110e+03,2.058183622841258398e+01,1.402812709594404872e+01,1.578354450745844595e+01,1.488315703329664963e+01,2.056866444242179170e+01,2.276316376780947692e+01,3.341369162792631187e+01,3.662109375000000000e-02,4.394531250000000000e-02,8.740234375000000000e-02,1.191406250000000000e-01,1.840820312500000000e-01,2.700195312500000000e-01,3.447265625000000000e-01,4.218750000000000000e-01,4.667968750000000000e-01,4.936523437500000000e-01,2.656331849585041709e+03,2.394732163062814834e+03,2.457860313029539157e+03,3.208373492169508154e+03,4.239735462809740966e+03,4.880232058043106917e+03,5.173919319601128336e+03,5.445496052347507430e+03,5.664406727961724755e+03,5.769378985084156739e+03,8.495947346091270447e-03,8.889533579349517822e-03,4.838403314352035522e-03,6.606643553823232651e-03,2.243788912892341614e-02,5.467070266604423523e-02,7.334233075380325317e-02,1.007516235113143921e-01,1.244708895683288574e-01,1.291332393884658813e-01,5.738598632812500000e+03,5.641699218750000000e+03,6.416894531250000000e+03,7.278222656250000000e+03,7.838085937500000000e+03,8.150317382812500000e+03,8.150317382812500000e+03,8.397949218750000000e+03,8.537915039062500000e+03,8.656347656250000000e+03,-3.767014770507812500e+02,-2.231215476989746094e+01,5.314692020416259766e+00,3.907886981964111328e+00,-1.769915580749511719e+01,1.710347652435302734e+00,-8.237076759338378906e+00,2.640892982482910156e+00,3.497066259384155273e+00,3.590983867645263672e+00,2.543246507644653320e+00,4.034413337707519531e+00,-8.888432383537292480e-02,5.881405353546142578e+00,-3.912754535675048828e+00,2.220194578170776367e+00,1.594980001449584961e+00,-2.370020627975463867e+00,1.777468919754028320e+00,2.281889200210571289e+00
3.356443461311069768e+03,3.230533739671524017e+03,3.173564860386381497e+03,2.953713537546538191e+03,2.448452788099745248e+03,2.279730400258189547e+03,2.289447629317929568e+03,2.249405580085879137e+03,2.303323355500251637e+03,2.372318878407686043e+03,1.352443734173571599e+01,1.665413466448089608e+01,1.559186097581600627e+01,1.687632133999766637e+01,2.188337794877126541e+01,1.992189047850574113e+01,3.669377737616044044e+01,5.761718750000000000e-02,1.093750000000000000e-01,2.177734375000000000e-01,2.880859375000000000e-01,4.038085937500000000e-01,4.819335937500000000e-01,4.887695312500000000e-01,4.965820312500000000e-01,4.814453125000000000e-01,4.692382812500000000e-01,3.132724259702682502e+03,2.747603399545625507e+03,3.245381518565384340e+03,4.044591240321222358e+03,5.019173881321175941e+03,5.221959657467919897e+03,5.352885491180224562e+03,5.448615389152071657e+03,5.445623721136406857e+03,5.542333922986517791e+03,1.158881094306707382e-02,1.136212237179279327e-02,1.082612853497266769e-02,4.053152352571487427e-02,1.079466864466667175e-01,8.301814645528793335e-02,7.453074306249618530e-02,7.407182455062866211e-02,9.029681235551834106e-02,9.701207280158996582e-02,7.633520507812500000e+03,7.116723632812500000e+03,7.332055664062500000e+03,7.655053710937500000e+03,7.891918945312500000e+03,7.881152343750000000e+03,8.074951171875000000e+03,8.074951171875000000e+03,8.161083984375000000e+03,8.311816406250000000e+03,-3.435085754394531250e+02,-5.218756103515625000e+01,-7.017550945281982422e+00,2.047159767150878906e+01,-2.852363967895507812e+01,-5.441699028015136719e+00,-9.509951591491699219e+00,-4.333350181579589844e+00,-8.750642776489257812e+00,6.770143032073974609e+00,1.425699591636657715e+00,2.929522752761840820e+00,-5.920845508575439453e+00,4.918486595153808594e+00,2.446895599365234375e+00,4.537604331970214844e+00,-7.547985553741455078e+00,2.449300289154052734e+00,-4.865910530090332031e+00,8.027125000953674316e-01
2.796834555441796965e+03,2.867530411259911489e+03,3.164988478927319193e+03,2.999232172498098407e+03,2.800688460123826189e+03,2.547756243951213492e+03,2.343569675307362559e+03,2.400427875590220992e+03,2.426923289632439719e+03,2.421019852940488363e+03,1.987309636761725073e+01,1.411749180913714596e+01,1.578378721602272705e+01,1.495802239647939125e+01,2.065136305515357762e+01,2.276855319932995414e+01,3.341649892527790655e+01,3.710937500000000000e-02,1.083984375000000000e-01,2.060546875000000000e-01,3.085937500000000000e-01,4.184570312500000000e-01,4.736328125000000000e-01,5.068359375000000000e-01,5.263671875000000000e-01,5.366210937500000000e-01,5.307617187500000000e-01,2.213874454321065059e+03,2.275592957143831882e+03,3.486965626135250659e+03,4.656858008767138926e+03,5.254690288003679598e+03,5.616790384507740782e+03,5.852202108698715165e+03,5.924234266313671469e+03,6.013312157339570149e+03,6.044812387605356889e+03,4.850090481340885162e-03,7.554908748716115952e-03,1.313391048461198807e-02,6.054368242621421814e-02,9.883975237607955933e-02,1.194297447800636292e-01,1.087195873260498047e-01,1.214421465992927551e-01,1.336949318647384644e-01,1.334856003522872925e-01,5.770898437500000000e+03,5.878564453125000000e+03,7.364355468750000000e+03,7.924218750000000000e+03,8.268750000000000000e+03,8.430249023437500000e+03,8.397949218750000000e+03,8.527148437500000000e+03,8.656347656250000000e+03,8.774780273437500000e+03,-3.966077575683593750e+02,-2.657485008239746094e+01,3.897708177566528320e+00,1.456543326377868652e+00,-2.149400901794433594e+01,-2.023352384567260742e-01,-1.074574947357177734e+01,1.510796904563903809e+00,2.339189529418945312e+00,2.578851222991943359e+00,1.856864690780639648e+00,3.636643171310424805e+00,-4.468959569931030273e-01,6.195051193237304688e+00,-4.571653842926025391e+00,2.074032783508300781e+00,1.323473572731018066e+00,-2.725274562835693359e+00,1.668560981750488281e+00,2.091721534729003906e+00
2.765936945886492140e+03,2.827146479801754140e+03,3.011512838576054492e+03,3.047241001129514643e+03,2.927506180096971093e+03,2.622671968152197678e+03,2.568759490355711932e+03,2.468445625888703944e+03,2.453190446575396436e+03,2.577677252229668738e+03,1.522051191786719748e+01,1.595800244528972023e+01,1.583265994961375434e+01,1.667092115228638249e+01,2.170109827435221561e+01,1.991360735240656155e+01,3.710364426699423746e+01,4.003906250000000000e-02,5.029296875000000000e-02,7.666015625000000000e-02,1.201171875000000000e-01,2.250976562500000000e-01,3.369140625000000000e-01,4.218750000000000000e-01,4.594726562500000000e-01,4.516601562500000000e-01,4.418945312500000000e-01,3.027623338153785426e+03,2.492982207229967571e+03,2.463467131219525982e+03,3.169289883631271550e+03,3.901125636046516775e+03,4.631339549960644945e+03,4.881260613375340654e+03,5.078121739745916784e+03,5.152138394844515460e+03,5.152691165553738756e+03,2.076152712106704712e-02,9.841965511441230774e-03,4.014037083834409714e-03,6.962573621422052383e-03,2.099631354212760925e-02,6.159006431698799133e-02,7.796891778707504272e-02,8.428089320659637451e-02,1.024517491459846497e-01,1.038390398025512695e-01,6.266162109375000000e+03,5.867797851562500000e+03,6.180029296875000000e+03,6.815258789062500000e+03,7.256689453125000000e+03,7.590454101562500000e+03,7.816552734375000000e+03,7.870385742187500000e+03,8.031884765625000000e+03,8.150317382812500000e+03,-3.300702514648437500e+02,-3.918266677856445312e+01,-4.754621505737304688e+00,2.442419624328613281e+01,-2.246879386901855469e+01,-6.076037287712097168e-01,-4.696534156799316406e+00,-1.293461799621582031e+00,-5.748205661773681641e+00,7.079576969146728516e+00,2.501883506774902344e+00,3.443294525146484375e+00,-4.560395240783691406e+00,4.576144218444824219e+00,2.257149696350097656e+00,3.836147785186767578e+00,-6.427243232727050781e+00,2.513599872589111328e+00,-3.985661745071411133e+00,7.966611981391906738e-01
